日期,注册天数,签到第几天,锁仓绩效积分,可用绩效积分,养老绩效积分,当前累计贡献值,,,,,,,,,,
2020年12月17日,291,5,60,4,300,50,160,570,3190.179932,0.178673,0.0002,0.046407,231.989456,28.401421,9.880358,689901
2020年12月18日,292,6,72,4,300,50,160,582,3190.179932,0.182435,0.0002,0.046434,232.125458,28.438568,9.889645,690483
2020年12月19日,293,7,1376,4,300,50,160,1886,3190.179932,0.591189,0.0002,0.046543,232.670105,28.475803,9.898953,692369
2020年12月20日,294,1,12,4,300,50,160,522,3190.179932,0.163627,0.0002,0.046567,232.787155,28.513058,9.908267,692891
2020年12月21日,295,2,24,4,300,50,160,534,3190.179932,0.167389,0.0002,0.046591,232.907959,28.550331,9.917585,693425
2020年12月22日,296,3,36,4,300,50,160,546,3190.179932,0.17115,0.0002,0.046616,233.032501,28.587624,9.926908,693971
2020年12月23日,297,4,48,4,300,50,160,558,3190.179932,0.174912,0.0002,0.046641,233.160767,28.624937,9.936236,694529
2020年12月24日,298,5,60,4,300,50,160,570,3190.179932,0.178673,0.0002,0.046668,233.292786,28.662271,9.94557,695099
2020年12月25日,299,6,72,4,300,50,160,582,3190.179932,0.182435,0.0002,0.046695,233.428528,28.699627,9.954909,695681
2020年12月26日,300,7,1376,4,300,50,160,1886,3190.179932,0.591189,0.0002,0.046804,233.972916,28.73707,9.96427,697567
2020年12月27日,301,1,12,4,300,50,160,522,3190.179932,0.163627,0.00015,0.03512,234.10141,28.765167,9.971293,698089
2020年12月28日,302,2,24,4,300,50,160,534,3190.179932,0.167389,0.00015,0.03514,234.233658,28.79328,9.978321,698623
2020年12月29日,303,3,36,4,300,50,160,546,3190.179932,0.17115,0.00015,0.035161,234.369659,28.821407,9.985353,699169
2020年12月30日,304,4,48,4,300,50,160,558,3190.179932,0.174912,0.00015,0.035182,234.509384,28.849552,9.99239,699727
2020年12月31日,305,5,60,4,300,50,160,570,3190.179932,0.178673,0.00015,0.035203,234.652863,28.877714,9.999431,700297
2021年1月1日,306,6,72,4,300,50,160,582,3190.179932,0.182435,0.00015,0.035225,234.800064,28.905895,10.006475,700879
2021年1月2日,307,7,1376,4,300,50,160,1886,3190.179932,0.591189,0.00015,0.035309,235.355942,28.934143,10.013537,702765
2021年1月3日,308,1,12,4,300,50,160,522,3190.179932,0.163627,0.00015,0.035328,235.484238,28.962406,10.020603,703287
2021年1月4日,309,2,24,4,300,50,160,534,3190.179932,0.167389,0.00015,0.035348,235.616272,28.990685,10.027673,703821
2021年1月5日,310,3,36,4,300,50,160,546,3190.179932,0.17115,0.00015,0.035368,235.75206,29.018978,10.034746,704367
2021年1月6日,311,4,48,4,300,50,160,558,3190.179932,0.174912,0.00015,0.035389,235.891586,29.047289,10.041824,704925
2021年1月7日,312,5,60,4,300,50,160,570,3190.179932,0.178673,0.00015,0.035411,236.034851,29.075617,10.048906,705495
2021年1月8日,313,6,72,4,300,50,160,582,3190.179932,0.182435,0.00015,0.035433,236.181854,29.103964,10.055993,706077
2021年1月9日,314,7,1376,4,300,50,160,1886,3190.179932,0.591189,0.00015,0.035516,236.737518,29.132376,10.063096,707963
2021年1月10日,315,1,12,4,300,50,160,522,3190.179932,0.163627,0.00015,0.035535,236.865601,29.160805,10.070203,708485
2021年1月11日,316,2,24,4,300,50,160,534,3190.179932,0.167389,0.00015,0.035555,236.997437,29.189249,10.077313,709019
2021年1月12日,317,3,36,4,300,50,160,546,3190.179932,0.17115,0.00015,0.035575,237.133026,29.217709,10.084429,709565
2021年1月13日,318,4,48,4,300,50,160,558,3190.179932,0.174912,0.00015,0.035596,237.272339,29.246185,10.091548,710123
2021年1月14日,319,5,60,4,300,50,160,570,3190.179932,0.178673,0.00015,0.035618,237.415405,29.274679,10.098672,710693
2021年1月15日,320,6,72,4,300,50,160,582,3190.179932,0.182435,0.00015,0.03564,237.562195,29.30319,10.1058,711275
2021年1月16日,321,7,1376,4,300,50,160,1886,3190.179932,0.591189,0.00015,0.035723,238.117661,29.331768,10.112945,713161
2021年1月17日,322,1,12,4,300,50,160,522,3190.179932,0.163627,0.00015,0.035742,238.245544,29.360361,10.120093,713683
2021年1月18日,323,2,24,4,300,50,160,534,3190.179932,0.167389,0.00015,0.035762,238.377167,29.388971,10.127246,714217
2021年1月19日,324,3,36,4,300,50,160,546,3190.179932,0.17115,0.00015,0.035782,238.512543,29.417597,10.134402,714763
2021年1月20日,325,4,48,4,300,50,160,558,3190.179932,0.174912,0.00015,0.035803,238.651657,29.446239,10.141562,715321
2021年1月21日,326,5,60,4,300,50,160,570,3190.179932,0.178673,0.00015,0.035825,238.79451,29.474899,10.148727,715891
2021年1月22日,327,6,72,4,300,50,160,582,3190.179932,0.182435,0.00015,0.035847,238.941101,29.503576,10.155897,716473
2021年1月23日,328,7,1376,4,300,50,160,1886,3190.179932,0.591189,0.00015,0.03593,239.496353,29.53232,10.163083,718359
2021年1月24日,329,1,12,4,300,50,160,522,3190.179932,0.163627,0.00015,0.035949,239.624023,29.561079,10.170273,718881
2021年1月25日,330,2,24,4,300,50,160,534,3190.179932,0.167389,0.00015,0.035969,239.755447,29.589853,10.177466,719415
2021年1月26日,331,3,36,4,300,50,160,546,3190.179932,0.17115,0.00015,0.035989,239.89061,29.618645,10.184664,719961
2021年1月27日,332,4,48,4,300,50,160,558,3190.179932,0.174912,0.00015,0.03601,240.02951,29.647453,10.191866,720519
2021年1月28日,333,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.036023,240.115738,29.676271,10.199071,720909
2021年1月29日,334,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036036,240.205704,29.705101,10.206278,721311
2021年1月30日,335,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036111,240.704346,29.73399,10.2135,723017
2021年1月31日,336,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.036122,240.775436,29.762888,10.220724,723359
2021年2月1日,337,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.036133,240.850266,29.791794,10.227951,723713
2021年2月2日,338,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.036145,240.928848,29.820709,10.23518,724079
2021年2月3日,339,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.036157,241.011169,29.849634,10.242412,724457
2021年2月4日,340,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.03617,241.09726,29.878571,10.249645,724847
2021年2月5日,341,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036183,241.187088,29.907516,10.256882,725249
2021年2月6日,342,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036258,241.685593,29.936523,10.264133,726955
2021年2月7日,343,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.036269,241.756531,29.965538,10.271387,727297
2021年2月8日,344,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.03628,241.831207,29.994562,10.278643,727651
2021年2月9日,345,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.036292,241.909653,30.023596,10.285901,728017
2021年2月10日,346,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.036304,241.991837,30.052639,10.293162,728395
2021年2月11日,347,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.036317,242.077774,30.081694,10.300426,728785
2021年2月12日,348,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036331,242.16745,30.110758,10.307692,729187
2021年2月13日,349,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036405,242.665802,30.139883,10.314973,730893
2021年2月14日,350,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.036416,242.736588,30.169016,10.322256,731235
2021年2月15日,351,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.036427,242.811127,30.198158,10.329541,731589
2021年2月16日,352,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.036439,242.88942,30.22731,10.336829,731955
2021年2月17日,353,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.036451,242.971451,30.256472,10.344119,732333
2021年2月18日,354,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.036464,243.057236,30.285643,10.351412,732723
2021年2月19日,355,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036477,243.146759,30.314825,10.358707,733125
2021年2月20日,356,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036552,243.644974,30.344067,10.366018,734831
2021年2月21日,357,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.036563,243.715622,30.373318,10.373331,735173
2021年2月22日,358,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.036574,243.790009,30.402576,10.380646,735527
2021年2月23日,359,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.036586,243.868149,30.431845,10.387963,735893
2021年2月24日,360,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.036598,243.950043,30.461123,10.395283,736271
2021年2月25日,361,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.036611,244.03569,30.490412,10.402605,736661
2021年2月26日,362,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036624,244.125076,30.519711,10.40993,737063
2021年2月27日,363,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036699,244.623138,30.54907,10.41727,738769
2021年2月28日,364,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.03671,244.693634,30.578438,10.424612,739111
2021年3月1日,365,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.036721,244.767868,30.607815,10.431956,739465
2021年3月2日,366,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.036732,244.845871,30.637201,10.439302,739831
2021年3月3日,367,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.036745,244.927612,30.666597,10.446651,740209
2021年3月4日,368,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.036757,245.013107,30.696003,10.454003,740599
2021年3月5日,369,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036771,245.102341,30.72542,10.461357,741001
2021年3月6日,370,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036846,245.60025,30.754896,10.468726,742707
2021年3月7日,371,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.036856,245.670609,30.784382,10.476097,743049
2021年3月8日,372,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.036867,245.744705,30.813875,10.483471,743403
2021年3月9日,373,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.036879,245.822556,30.843378,10.490847,743769
2021年3月10日,374,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.036891,245.904144,30.87289,10.498225,744147
2021年3月11日,375,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.036904,245.989487,30.902414,10.505606,744537
2021年3月12日,376,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.036917,246.078583,30.931948,10.512989,744939
2021年3月13日,377,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.036992,246.576355,30.961542,10.520388,746645
2021年3月14日,378,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.037003,246.646561,30.991144,10.527788,746987
2021年3月15日,379,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.037014,246.720505,31.020756,10.535191,747341
2021年3月16日,380,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.037025,246.798218,31.050377,10.542596,747707
2021年3月17日,381,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.037038,246.879669,31.080008,10.550003,748085
2021年3月18日,382,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.03705,246.964874,31.109648,10.557413,748475
2021年3月19日,383,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.037064,247.053818,31.139299,10.564826,748877
2021年3月20日,384,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.037138,247.551437,31.16901,10.572253,750583
2021年3月21日,385,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.037149,247.62149,31.198729,10.579683,750925
2021年3月22日,386,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.03716,247.695297,31.228456,10.587115,751279
2021年3月23日,387,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.037172,247.772858,31.258194,10.594549,751645
2021年3月24日,388,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.037184,247.854156,31.287941,10.601986,752023
2021年3月25日,389,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.037196,247.939209,31.317698,10.609426,752413
2021年3月26日,390,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.03721,248.028,31.347466,10.616867,752815
2021年3月27日,391,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.037284,248.525482,31.377293,10.624324,754521
2021年3月28日,392,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.037295,248.595398,31.407129,10.631783,754863
2021年3月29日,393,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.037306,248.669052,31.436974,10.639244,755217
2021年3月30日,394,3,36,1,120,50,160,366,3190.179932,0.114727,0.00015,0.037318,248.74646,31.466827,10.646708,755583
2021年3月31日,395,4,48,1,120,50,160,378,3190.179932,0.118489,0.00015,0.03733,248.827621,31.496691,10.654174,755961
2021年4月1日,396,5,60,1,120,50,160,390,3190.179932,0.12225,0.00015,0.037342,248.912537,31.526566,10.661642,756351
2021年4月2日,397,6,72,1,120,50,160,402,3190.179932,0.126012,0.00015,0.037356,249.00119,31.55645,10.669113,756753
2021年4月3日,398,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00015,0.03743,249.49852,31.586393,10.6766,758459
2021年4月4日,399,1,12,1,120,50,160,342,3190.179932,0.107204,0.00015,0.037441,249.568283,31.616346,10.684088,758801
2021年4月5日,400,2,24,1,120,50,160,354,3190.179932,0.110966,0.00015,0.037452,249.6418,31.646307,10.691578,759155
2021年4月6日,401,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.029971,249.726562,31.670284,10.697572,759521
2021年4月7日,402,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.029981,249.815063,31.694269,10.703568,759899
2021年4月8日,403,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.029992,249.907318,31.718264,10.709567,760289
2021年4月9日,404,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030004,250.003326,31.742268,10.715568,760691
2021年4月10日,405,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.030065,250.508026,31.766319,10.721581,762397
2021年4月11日,406,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030074,250.585159,31.790379,10.727595,762739
2021年4月12日,407,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030084,250.666031,31.814445,10.733612,763093
2021年4月13日,408,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030094,250.750671,31.83852,10.739631,763459
2021年4月14日,409,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030104,250.83905,31.862604,10.745651,763837
2021年4月15日,410,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030115,250.931183,31.886696,10.751675,764227
2021年4月16日,411,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030127,251.027069,31.910797,10.7577,764629
2021年4月17日,412,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.030187,251.531647,31.934948,10.763738,766335
2021年4月18日,413,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030197,251.608658,31.959105,10.769777,766677
2021年4月19日,414,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030206,251.689407,31.983269,10.775819,767031
2021年4月20日,415,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030216,251.773926,32.007442,10.781862,767397
2021年4月21日,416,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030227,251.862183,32.031624,10.787908,767775
2021年4月22日,417,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030238,251.954193,32.055813,10.793955,768165
2021年4月23日,418,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.03025,252.049957,32.080013,10.800005,768567
2021年4月24日,419,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.03031,252.554413,32.104263,10.806067,770273
2021年4月25日,420,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030319,252.631302,32.128517,10.812131,770615
2021年4月26日,421,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030329,252.711929,32.152779,10.818196,770969
2021年4月27日,422,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030339,252.796326,32.177052,10.824265,771335
2021年4月28日,423,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.03035,252.88446,32.201332,10.830335,771713
2021年4月29日,424,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030361,252.976349,32.22562,10.836407,772103
2021年4月30日,425,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030372,253.071991,32.24992,10.842482,772505
2021年5月1日,426,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.030433,253.576324,32.274265,10.848568,774211
2021年5月2日,427,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030442,253.653091,32.298618,10.854656,774553
2021年5月3日,428,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030452,253.733597,32.322979,10.860746,774907
2021年5月4日,429,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030462,253.817871,32.347347,10.866838,775273
2021年5月5日,430,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030472,253.905884,32.371727,10.872933,775651
2021年5月6日,431,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030483,253.99765,32.396114,10.87903,776041
2021年5月7日,432,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030495,254.093155,32.420509,10.885129,776443
2021年5月8日,433,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.030555,254.597366,32.444954,10.89124,778149
2021年5月9日,434,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030565,254.674011,32.469406,10.897353,778491
2021年5月10日,435,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030574,254.754395,32.493866,10.903468,778845
2021年5月11日,436,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030584,254.838547,32.518333,10.909585,779211
2021年5月12日,437,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030595,254.926437,32.542809,10.915704,779589
2021年5月13日,438,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030606,255.018082,32.567295,10.921825,779979
2021年5月14日,439,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030617,255.113464,32.591789,10.927949,780381
2021年5月15日,440,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.030678,255.617554,32.616333,10.934085,782087
2021年5月16日,441,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030687,255.694077,32.640884,10.940223,782429
2021年5月17日,442,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030697,255.774338,32.665443,10.946362,782783
2021年5月18日,443,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030707,255.858368,32.69001,10.952504,783149
2021年5月19日,444,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030717,255.946136,32.714584,10.958648,783527
2021年5月20日,445,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030728,256.037659,32.739166,10.964793,783917
2021年5月21日,446,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.03074,256.132935,32.76376,10.970942,784319
2021年5月22日,447,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.0308,256.636902,32.788399,10.977101,786025
2021年5月23日,448,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030809,256.713287,32.813046,10.983263,786367
2021年5月24日,449,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030819,256.793427,32.8377,10.989427,786721
2021年5月25日,450,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030829,256.877319,32.862362,10.995592,787087
2021年5月26日,451,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030839,256.964966,32.887035,11.00176,787465
2021年5月27日,452,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.03085,257.056366,32.911716,11.007931,787855
2021年5月28日,453,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030862,257.15152,32.936405,11.014103,788257
2021年5月29日,454,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.030922,257.655365,32.961143,11.020288,789963
2021年5月30日,455,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.030932,257.731628,32.985889,11.026474,790305
2021年5月31日,456,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.030941,257.811646,33.010643,11.032662,790659
2021年6月1日,457,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.030951,257.895416,33.035404,11.038853,791025
2021年6月2日,458,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.030962,257.982941,33.060173,11.045045,791403
2021年6月3日,459,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.030973,258.074219,33.084949,11.051239,791793
2021年6月4日,460,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.030984,258.16925,33.109737,11.057436,792195
2021年6月5日,461,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.031044,258.672974,33.134571,11.063644,793901
2021年6月6日,462,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.031054,258.749115,33.159412,11.069855,794243
2021年6月7日,463,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.031063,258.82901,33.184261,11.076067,794597
2021年6月8日,464,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.031073,258.912659,33.209122,11.082282,794963
2021年6月9日,465,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.031084,259.000061,33.23399,11.088499,795341
2021年6月10日,466,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.031095,259.091217,33.258865,11.094718,795731
2021年6月11日,467,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.031106,259.186127,33.283749,11.100939,796133
2021年6月12日,468,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.031167,259.689728,33.308681,11.107172,797839
2021年6月13日,469,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.031176,259.765747,33.333622,11.113407,798181
2021年6月14日,470,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.031185,259.84552,33.35857,11.119644,798535
2021年6月15日,471,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.031195,259.929047,33.383526,11.125883,798901
2021年6月16日,472,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.031206,260.016327,33.408489,11.132124,799279
2021年6月17日,473,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.031217,260.107361,33.433464,11.138368,799669
2021年6月18日,474,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.031228,260.202148,33.458447,11.144613,800071
2021年6月19日,475,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.031288,260.705627,33.483479,11.150871,801777
2021年6月20日,476,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.031298,260.781525,33.508518,11.157131,802119
2021年6月21日,477,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.031307,260.861176,33.533566,11.163393,802473
2021年6月22日,478,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.031317,260.94458,33.55862,11.169657,802839
2021年6月23日,479,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.031328,261.031738,33.583683,11.175922,803217
2021年6月24日,480,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.031338,261.12265,33.608753,11.18219,803607
2021年6月25日,481,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.03135,261.217316,33.633835,11.18846,804009
2021年6月26日,482,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.03141,261.720673,33.658962,11.194742,805715
2021年6月27日,483,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.031419,261.796448,33.684097,11.201026,806057
2021年6月28日,484,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.031429,261.875977,33.70924,11.207312,806411
2021年6月29日,485,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.031439,261.959259,33.73439,11.213599,806777
2021年6月30日,486,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.031449,262.046295,33.759548,11.219889,807155
2021年7月1日,487,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.03146,262.137085,33.784718,11.226181,807545
2021年7月2日,488,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.031472,262.231628,33.809895,11.232475,807947
2021年7月3日,489,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.031532,262.734863,33.835121,11.238782,809653
2021年7月4日,490,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.031541,262.810516,33.860355,11.24509,809995
2021年7月5日,491,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.031551,262.889923,33.885597,11.251401,810349
2021年7月6日,492,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.031561,262.973083,33.910847,11.257713,810715
2021年7月7日,493,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.031571,263.059998,33.936104,11.264028,811093
2021年7月8日,494,5,60,1,120,50,160,390,3190.179932,0.12225,0.00012,0.031582,263.150665,33.961369,11.270344,811483
2021年7月9日,495,6,72,1,120,50,160,402,3190.179932,0.126012,0.00012,0.031593,263.245087,33.986645,11.276663,811885
2021年7月10日,496,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00012,0.031654,263.748199,34.011967,11.282993,813591
2021年7月11日,497,1,12,1,120,50,160,342,3190.179932,0.107204,0.00012,0.031663,263.82373,34.037296,11.289326,813933
2021年7月12日,498,2,24,1,120,50,160,354,3190.179932,0.110966,0.00012,0.031672,263.903015,34.062634,11.29566,814287
2021年7月13日,499,3,36,1,120,50,160,366,3190.179932,0.114727,0.00012,0.031682,263.986053,34.087978,11.301996,814653
2021年7月14日,500,4,48,1,120,50,160,378,3190.179932,0.118489,0.00012,0.031693,264.072845,34.113331,11.308334,815031
2021年7月15日,501,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.02642,264.168671,34.134468,11.313619,815421
2021年7月16日,502,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.026429,264.26825,34.155613,11.318905,815823
2021年7月17日,503,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.02648,264.77652,34.176796,11.324201,817529
2021年7月18日,504,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.026488,264.857239,34.197987,11.329498,817871
2021年7月19日,505,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.026497,264.941711,34.219185,11.334798,818225
2021年7月20日,506,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.026506,265.029907,34.240391,11.340099,818591
2021年7月21日,507,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.026515,265.121887,34.261604,11.345403,818969
2021年7月22日,508,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.026524,265.217621,34.282825,11.350708,819359
2021年7月23日,509,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.026534,265.317108,34.304054,11.356015,819761
2021年7月24日,510,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.026585,265.825287,34.325321,11.361332,821467
