日期,注册天数,签到第几天,锁仓绩效积分,可用绩效积分,养老绩效积分,当前累计贡献值,,,,,,,,,,
2020年5月15日,76,7,187.850006,0.52,2.91,437905,,,,,,,,,,
日期,注册天数,登陆第几天,签到贡献值,阅读倍数,阅读贡献值,分享贡献值,广告贡献值,今日获取的总贡献值,转换比,贡献值转换成积分,释放比,释放积分,锁仓绩效积分,可用绩效积分,养老绩效积分,累计贡献值
2022年2月11日,712,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019188,239.828278,35.397785,11.629445,933963
2022年2月12日,713,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019213,240.137772,35.413155,11.633287,935669
2022年2月13日,714,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019216,240.184448,35.428528,11.637131,936011
2022年2月14日,715,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01922,240.233429,35.443905,11.640975,936365
2022年2月15日,716,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019224,240.284714,35.459286,11.64482,936731
2022年2月16日,717,4,48,1,120,50,160,378,5190.180176,0.07283,0.00008,0.019229,240.338318,35.47467,11.648666,937109
2022年2月17日,718,5,60,1,120,50,160,390,5190.180176,0.075142,0.00008,0.019233,240.394226,35.490055,11.652513,937499
2022年2月18日,719,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019238,240.452438,35.505444,11.65636,937901
2022年2月19日,720,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019262,240.761887,35.520855,11.660213,939607
2022年2月20日,721,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019266,240.808502,35.536266,11.664065,939949
2022年2月21日,722,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01927,240.857437,35.551682,11.667919,940303
2022年2月22日,723,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019274,240.908676,35.567101,11.671774,940669
2022年2月23日,724,4,48,1,120,50,160,378,5190.180176,0.07283,0.00008,0.019279,240.962234,35.582523,11.67563,941047
2022年2月24日,725,5,60,1,120,50,160,390,5190.180176,0.075142,0.00008,0.019283,241.018082,35.59795,11.679486,941437
2022年2月25日,726,6,72,1,120,50,160,402,5190.180176,0.077454,0.00008,0.019288,241.076248,35.61338,11.683344,941839
2022年2月26日,727,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00008,0.019312,241.385635,35.62883,11.687206,943545
2022年2月27日,728,1,12,1,120,50,160,342,5190.180176,0.065894,0.00008,0.019316,241.432205,35.644283,11.69107,943887
2022年2月28日,729,2,24,1,120,50,160,354,5190.180176,0.068206,0.00008,0.01932,241.481094,35.65974,11.694934,944241
2022年3月1日,730,3,36,1,120,50,160,366,5190.180176,0.070518,0.00008,0.019324,241.532288,35.675201,11.698799,944607
